File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF143LWQ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BGE	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										SRF-human	DNA						2011-07-18	ENCODE				2	2_1						ENCFF263NOT, ENCFF289ONG, ENCFF862QZT	5314045	ENCODE Processing Pipeline	a86ea2313a080cd0f567db48386cf1b4		https://www.encodeproject.org/files/ENCFF143LWQ/@@download/ENCFF143LWQ.bed.gz				released	s3://encode-public/2016/12/16/78ce46a2-0b55-499c-a0dc-cfa9b2928aa7/ENCFF143LWQ.bed.gz	low read depth, low read length	biological replicates with identical biosample		
ENCFF801IPK	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000BGE	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										SRF-human	DNA						2011-07-18	ENCODE				1, 2	1_1, 2_1						ENCFF263NOT, ENCFF289ONG, ENCFF731ZNW, ENCFF862QZT	6091662	ENCODE Processing Pipeline	56634b7b1e07519b5a28a84100c88877		https://www.encodeproject.org/files/ENCFF801IPK/@@download/ENCFF801IPK.bed.gz				released	s3://encode-public/2016/12/16/ea873b1f-1049-44a9-b6cf-d92b4e509049/ENCFF801IPK.bed.gz	low read depth, low read length	biological replicates with identical biosample		
ENCFF012LEV	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000BGE	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										SRF-human	DNA						2011-07-18	ENCODE				1, 2	1_1, 2_1						ENCFF143LWQ, ENCFF325QYD, ENCFF419RSJ, ENCFF801IPK	51326	ENCODE Processing Pipeline	5aa2f8e7b0a545c0772cc4596ae323f1		https://www.encodeproject.org/files/ENCFF012LEV/@@download/ENCFF012LEV.bed.gz				released	s3://encode-public/2016/12/16/c4db6cff-e4ae-441f-9e3e-a75f7b6d604f/ENCFF012LEV.bed.gz	low read depth, low read length	mismatched status, biological replicates with identical biosample		
ENCFF339GTZ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000BGE	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										SRF-human	DNA						2011-07-18	ENCODE				1, 2	1_1, 2_1						ENCFF187ZGJ, ENCFF210YHD, ENCFF416BIN, ENCFF818ZLY	6100916	ENCODE Processing Pipeline	3cab67dfcb47113a788fc3bbbf2b37ac		https://www.encodeproject.org/files/ENCFF339GTZ/@@download/ENCFF339GTZ.bed.gz				released	s3://encode-public/2016/12/16/deaeaa4c-41b6-46dc-a000-b54f6aafa526/ENCFF339GTZ.bed.gz	low read depth, low read length	biological replicates with identical biosample		
ENCFF182IFE	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000BGE	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										SRF-human	DNA						2011-07-18	ENCODE				1, 2	1_1, 2_1						ENCFF143LWQ, ENCFF325QYD, ENCFF419RSJ, ENCFF801IPK	55500	ENCODE Processing Pipeline	ff130149520ea9b718f987e52d3e4370		https://www.encodeproject.org/files/ENCFF182IFE/@@download/ENCFF182IFE.bed.gz				released	s3://encode-public/2016/12/16/c911d846-88c2-42ae-b8a8-8a2860e25e8d/ENCFF182IFE.bed.gz	low read depth, low read length	mismatched status, biological replicates with identical biosample		
ENCFF972PDN	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000BGE	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										SRF-human	DNA						2011-07-18	ENCODE				1	1_1						ENCFF187ZGJ, ENCFF416BIN, ENCFF818ZLY	4984004	ENCODE Processing Pipeline	96eceb07f8556ee2b0b3adf000ed21c5		https://www.encodeproject.org/files/ENCFF972PDN/@@download/ENCFF972PDN.bed.gz				released	s3://encode-public/2016/12/16/234d38a1-35a7-46d8-adfb-b1d02c7d3c2a/ENCFF972PDN.bed.gz	low read depth, low read length	biological replicates with identical biosample		
ENCFF613VCR	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000BGE	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										SRF-human	DNA						2011-07-18	ENCODE				2	2_1						ENCFF210YHD, ENCFF416BIN, ENCFF818ZLY	5316251	ENCODE Processing Pipeline	633f1f5876b47332344eb8962527dba3		https://www.encodeproject.org/files/ENCFF613VCR/@@download/ENCFF613VCR.bed.gz				released	s3://encode-public/2016/12/16/0dc348ca-0a51-4d17-8ad3-1edf21944f97/ENCFF613VCR.bed.gz	low read depth, low read length	biological replicates with identical biosample		
ENCFF593FGJ	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR000BGE	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										SRF-human	DNA						2011-07-18	ENCODE				1, 2	1_1, 2_1						ENCFF001TDO, ENCFF339GTZ, ENCFF613VCR, ENCFF972PDN	51032	ENCODE Processing Pipeline	e9899aee5e2765c75a27bd2c8db8cdce		https://www.encodeproject.org/files/ENCFF593FGJ/@@download/ENCFF593FGJ.bed.gz				released	s3://encode-public/2016/12/16/a1313b55-18fd-41ef-8264-8b7706de079d/ENCFF593FGJ.bed.gz	low read depth, low read length	biological replicates with identical biosample		
ENCFF199WGD	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000BGE	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										SRF-human	DNA						2011-07-18	ENCODE				1, 2	1_1, 2_1						ENCFF001TDO, ENCFF339GTZ, ENCFF613VCR, ENCFF972PDN	55949	ENCODE Processing Pipeline	edc30706d0e012b4c150f744cbd30f3f		https://www.encodeproject.org/files/ENCFF199WGD/@@download/ENCFF199WGD.bed.gz				released	s3://encode-public/2016/12/16/094a67ac-1b57-4ac8-8efb-7572f6bbda6f/ENCFF199WGD.bed.gz	low read depth, low read length	biological replicates with identical biosample		
ENCFF001VEO	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR000DZF	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										MAX-human	DNA						2012-05-14	ENCODE												803413	Michael Snyder, Stanford	333b325248282e3b6b391937a21bca85		https://www.encodeproject.org/files/ENCFF001VEO/@@download/ENCFF001VEO.bed.gz				archived	s3://encode-public/2012/07/01/98b2d2e3-eb8d-4b5c-b03d-72252c3666e2/ENCFF001VEO.narrowPeak.gz	improper control_type of control experiment, low read depth, low read length	missing derived_from, biological replicates with identical biosample		
ENCFF002COW	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000DZF	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										MAX-human	DNA						2012-05-14	ENCODE												324987	ENCODE Consortium Analysis Working Group	a923b6aa6919e536cb52d9f8be2487b4		https://www.encodeproject.org/files/ENCFF002COW/@@download/ENCFF002COW.bed.gz				archived	s3://encode-public/2014/06/06/12e32cce-a04b-4f97-b7cd-e571a4943cad/ENCFF002COW.narrowPeak.gz	improper control_type of control experiment, low read depth, low read length	missing derived_from, biological replicates with identical biosample		
ENCFF173DKW	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000DZF	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										MAX-human	DNA						2012-05-14	ENCODE				2	2_1						ENCFF545DZO, ENCFF892REX	4426090	ENCODE Processing Pipeline	2378c3ce38deeb7f33867522ea39af65		https://www.encodeproject.org/files/ENCFF173DKW/@@download/ENCFF173DKW.bed.gz				released	s3://encode-public/2017/07/20/eb8e794d-951f-456a-b752-6c3b2988849f/ENCFF173DKW.bed.gz	improper control_type of control experiment, low read depth, low read length	biological replicates with identical biosample		
ENCFF974XPG	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000DZF	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										MAX-human	DNA						2012-05-14	ENCODE				1	1_1						ENCFF110OHA, ENCFF386FSS, ENCFF545DZO	4461832	ENCODE Processing Pipeline	e97387490d6752ecb997268acf9feaf9		https://www.encodeproject.org/files/ENCFF974XPG/@@download/ENCFF974XPG.bed.gz				released	s3://encode-public/2017/07/20/f96b5221-05a9-4a94-a922-46197fac137c/ENCFF974XPG.bed.gz	improper control_type of control experiment, low read depth, low read length	biological replicates with identical biosample		
ENCFF694JRS	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000DZF	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										MAX-human	DNA						2012-05-14	ENCODE				1, 2	1_1, 2_1						ENCFF110OHA, ENCFF386FSS, ENCFF545DZO, ENCFF892REX	5139776	ENCODE Processing Pipeline	e62ae5a92f0167124dd7aecc94fdca53		https://www.encodeproject.org/files/ENCFF694JRS/@@download/ENCFF694JRS.bed.gz				released	s3://encode-public/2017/07/20/5ee9957f-4cb6-410f-8d21-f5a5810e3159/ENCFF694JRS.bed.gz	improper control_type of control experiment, low read depth, low read length	biological replicates with identical biosample		
ENCFF407JNK	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR000DZF	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										MAX-human	DNA						2012-05-14	ENCODE				1, 2	1_1, 2_1						ENCFF001TDO, ENCFF173DKW, ENCFF694JRS, ENCFF974XPG	283266	ENCODE Processing Pipeline	6128934d8117e90abe56f5ad2686f43a		https://www.encodeproject.org/files/ENCFF407JNK/@@download/ENCFF407JNK.bed.gz				released	s3://encode-public/2017/07/20/f504dd77-b71b-42b1-9e76-9c3140742fca/ENCFF407JNK.bed.gz	improper control_type of control experiment, low read depth, low read length	biological replicates with identical biosample		
ENCFF083KVY	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000DZF	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										MAX-human	DNA						2012-05-14	ENCODE				1, 2	1_1, 2_1						ENCFF001TDO, ENCFF173DKW, ENCFF694JRS, ENCFF974XPG	337281	ENCODE Processing Pipeline	951409976105220a24dc6e8cf17d2090		https://www.encodeproject.org/files/ENCFF083KVY/@@download/ENCFF083KVY.bed.gz				released	s3://encode-public/2017/07/20/d0df2147-02b4-4008-b514-28e30687a563/ENCFF083KVY.bed.gz	improper control_type of control experiment, low read depth, low read length	biological replicates with identical biosample		
ENCFF652HWZ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000DZF	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										MAX-human	DNA						2012-05-14	ENCODE				2	2_1						ENCFF477ZKJ, ENCFF577KAH	4428513	ENCODE Processing Pipeline	db9565bbfb16d235ffc4b99cf4b568ca		https://www.encodeproject.org/files/ENCFF652HWZ/@@download/ENCFF652HWZ.bed.gz				released	s3://encode-public/2017/07/20/0d888932-4ed1-4775-80fa-74cecf6aa070/ENCFF652HWZ.bed.gz	improper control_type of control experiment, low read depth, low read length	biological replicates with identical biosample		
ENCFF360IMJ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000DZF	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										MAX-human	DNA						2012-05-14	ENCODE				1	1_1						ENCFF158TTY, ENCFF477ZKJ, ENCFF710SMS	4465738	ENCODE Processing Pipeline	133c7cddaac1897afa4f2ec60bc50082		https://www.encodeproject.org/files/ENCFF360IMJ/@@download/ENCFF360IMJ.bed.gz				released	s3://encode-public/2017/07/20/a62422e9-b42c-4c73-bbbe-f6e9b9eaa079/ENCFF360IMJ.bed.gz	improper control_type of control experiment, low read depth, low read length	biological replicates with identical biosample		
ENCFF215WSJ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000DZF	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										MAX-human	DNA						2012-05-14	ENCODE				1, 2	1_1, 2_1						ENCFF158TTY, ENCFF477ZKJ, ENCFF577KAH, ENCFF710SMS	5115892	ENCODE Processing Pipeline	f4667220849430dd03f25c9aa2529048		https://www.encodeproject.org/files/ENCFF215WSJ/@@download/ENCFF215WSJ.bed.gz				released	s3://encode-public/2017/07/20/68d816b6-0796-4692-b77d-069262378b8f/ENCFF215WSJ.bed.gz	improper control_type of control experiment, low read depth, low read length	biological replicates with identical biosample		
ENCFF075AKQ	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000DZF	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										MAX-human	DNA						2012-05-14	ENCODE				1, 2	1_1, 2_1						ENCFF215WSJ, ENCFF360IMJ, ENCFF419RSJ, ENCFF652HWZ	291049	ENCODE Processing Pipeline	6c5d27d2daf09350ad81f088fd791fda		https://www.encodeproject.org/files/ENCFF075AKQ/@@download/ENCFF075AKQ.bed.gz				released	s3://encode-public/2017/07/20/b293ad0d-0b1a-4b5d-8a83-e902844140a0/ENCFF075AKQ.bed.gz	improper control_type of control experiment, low read depth, low read length	mismatched status, biological replicates with identical biosample		
ENCFF270NAL	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000DZF	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										MAX-human	DNA						2012-05-14	ENCODE				1, 2	1_1, 2_1						ENCFF215WSJ, ENCFF360IMJ, ENCFF419RSJ, ENCFF652HWZ	348024	ENCODE Processing Pipeline	7c7213a90e1e95819536c530e0fa54b8		https://www.encodeproject.org/files/ENCFF270NAL/@@download/ENCFF270NAL.bed.gz				released	s3://encode-public/2017/07/20/ca0d8811-a315-46f0-93cc-5f894cec43f2/ENCFF270NAL.bed.gz	improper control_type of control experiment, low read depth, low read length	mismatched status, biological replicates with identical biosample		
ENCFF001VFF	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR000DZW	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										RFX5-human	DNA						2011-10-29	ENCODE												481613	Michael Snyder, Stanford	41f93eac498901e34d87ebab312e425f		https://www.encodeproject.org/files/ENCFF001VFF/@@download/ENCFF001VFF.bed.gz				archived	s3://encode-public/2012/07/01/2cf30350-3951-40c7-a071-8c0159929323/ENCFF001VFF.narrowPeak.gz	improper control_type of control experiment, low read depth, low read length	missing derived_from, biological replicates with identical biosample		
ENCFF002CPL	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000DZW	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										RFX5-human	DNA						2011-10-29	ENCODE												115381	ENCODE Consortium Analysis Working Group	c30bfb05229daf605c7b5ef231d2f54c		https://www.encodeproject.org/files/ENCFF002CPL/@@download/ENCFF002CPL.bed.gz				archived	s3://encode-public/2014/06/06/3446c9da-c4f4-4419-b7f9-534af88b4581/ENCFF002CPL.narrowPeak.gz	improper control_type of control experiment, low read depth, low read length	missing derived_from, biological replicates with identical biosample		
ENCFF868UJU	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000DZW	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										RFX5-human	DNA						2011-10-29	ENCODE				2	2_1						ENCFF545DZO, ENCFF958IJR	3887829	ENCODE Processing Pipeline	17baab5ed4f7c773f191519d3e6f609b		https://www.encodeproject.org/files/ENCFF868UJU/@@download/ENCFF868UJU.bed.gz				released	s3://encode-public/2017/07/20/db563c34-f700-48a1-bd69-9e654b65c638/ENCFF868UJU.bed.gz	improper control_type of control experiment, low read depth, low read length	biological replicates with identical biosample		
ENCFF381NIE	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000DZW	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										RFX5-human	DNA						2011-10-29	ENCODE				1, 2	1_1, 2_1						ENCFF110OHA, ENCFF276QQY, ENCFF545DZO, ENCFF958IJR	4526368	ENCODE Processing Pipeline	711a80b078195952004d7ab68689723b		https://www.encodeproject.org/files/ENCFF381NIE/@@download/ENCFF381NIE.bed.gz				released	s3://encode-public/2017/07/20/863bb190-da0c-4f4a-903d-515f539d5b04/ENCFF381NIE.bed.gz	improper control_type of control experiment, low read depth, low read length	biological replicates with identical biosample		
ENCFF968KDX	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR000DZW	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										RFX5-human	DNA						2011-10-29	ENCODE				1, 2	1_1, 2_1						ENCFF001TDO, ENCFF381NIE, ENCFF628ZZL, ENCFF868UJU	87660	ENCODE Processing Pipeline	af9058a336a5f3bf39b5a34f6b37af34		https://www.encodeproject.org/files/ENCFF968KDX/@@download/ENCFF968KDX.bed.gz				released	s3://encode-public/2017/07/20/397f60b9-b902-47e1-962a-1e2be691a7aa/ENCFF968KDX.bed.gz	improper control_type of control experiment, low read depth, low read length	biological replicates with identical biosample		
ENCFF402FYF	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR000DZW	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										RFX5-human	DNA						2011-10-29	ENCODE				1, 2	1_1, 2_1						ENCFF001TDO, ENCFF381NIE, ENCFF628ZZL, ENCFF868UJU	110449	ENCODE Processing Pipeline	811017cf274710fe6aaf8c06d8649580		https://www.encodeproject.org/files/ENCFF402FYF/@@download/ENCFF402FYF.bed.gz				released	s3://encode-public/2017/07/20/0cf88dc0-2b2a-4c1c-9934-a5582a8e4aa0/ENCFF402FYF.bed.gz	improper control_type of control experiment, low read depth, low read length	biological replicates with identical biosample		
ENCFF628ZZL	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR000DZW	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										RFX5-human	DNA						2011-10-29	ENCODE				1	1_1						ENCFF110OHA, ENCFF276QQY, ENCFF545DZO	3842869	ENCODE Processing Pipeline	3de0644af2684ccabf3006cced7086dd		https://www.encodeproject.org/files/ENCFF628ZZL/@@download/ENCFF628ZZL.bed.gz				released	s3://encode-public/2017/07/20/fbc889cc-99ae-482a-b28f-8b71fffa5f6d/ENCFF628ZZL.bed.gz	improper control_type of control experiment, low read depth, low read length	biological replicates with identical biosample		
ENCFF645NWZ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR000DZW	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										RFX5-human	DNA						2011-10-29	ENCODE				1	1_1						ENCFF477ZKJ, ENCFF707BSC, ENCFF710SMS	3844324	ENCODE Processing Pipeline	b4789c7655cc464eb3b23a3bc194d7b6		https://www.encodeproject.org/files/ENCFF645NWZ/@@download/ENCFF645NWZ.bed.gz				released	s3://encode-public/2017/07/20/3e6038ae-a1b3-42ae-aeb4-2e5353f7f12c/ENCFF645NWZ.bed.gz	improper control_type of control experiment, low read depth, low read length	biological replicates with identical biosample		
ENCFF465IMC	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR000DZW	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										RFX5-human	DNA						2011-10-29	ENCODE				1, 2	1_1, 2_1						ENCFF016AAA, ENCFF327IRT, ENCFF419RSJ, ENCFF645NWZ	88183	ENCODE Processing Pipeline	e7187e3af6ff32a07295275a28ad30ad		https://www.encodeproject.org/files/ENCFF465IMC/@@download/ENCFF465IMC.bed.gz				released	s3://encode-public/2017/07/20/c2457603-b54f-478b-884e-1280b65ce81b/ENCFF465IMC.bed.gz	improper control_type of control experiment, low read depth, low read length	mismatched status, biological replicates with identical biosample		
ENCFF259LNG	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR000DZW	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										RFX5-human	DNA						2011-10-29	ENCODE				1, 2	1_1, 2_1						ENCFF016AAA, ENCFF327IRT, ENCFF419RSJ, ENCFF645NWZ	115412	ENCODE Processing Pipeline	65d56d051c1b7ba9e9fa799a84f2de86		https://www.encodeproject.org/files/ENCFF259LNG/@@download/ENCFF259LNG.bed.gz				released	s3://encode-public/2017/07/20/acd07f2a-dc5b-4956-8a0e-4c0e8b5bc5ab/ENCFF259LNG.bed.gz	improper control_type of control experiment, low read depth, low read length	mismatched status, biological replicates with identical biosample		
